Wall time,Step,Value
1721328822.3876731,50,53.309906005859375
1721328826.031083,150,77.71170806884766
1721328826.3981464,160,68.05957794189453
1721328827.487798,190,34.853885650634766
1721328827.8507152,200,53.83807373046875
1721328830.4046235,270,64.30337524414062
1721328830.7728384,280,59.61767578125
1721328835.5033529,410,77.92320251464844
1721328838.0508919,480,77.57530212402344
1721328838.4187963,490,70.8267593383789
1721328838.7829542,500,53.95920944213867
1721328840.5929272,550,38.11692428588867
1721328843.5062811,630,59.897308349609375
1721328843.8713136,640,41.43900680541992
1721328844.963677,670,89.14775848388672
1721328845.3247123,680,78.9232177734375
1721328846.4108927,710,46.980369567871094
1721328846.7748725,720,85.18128967285156
1721328848.9525828,780,86.10099792480469
1721328850.774799,830,65.38377380371094
1721328853.314432,900,55.98907470703125
1721328856.9600227,1000,56.78851318359375
1721328858.4098089,1040,53.47208786010742
1721328859.877575,1080,84.21791076660156
1721328864.9675906,1220,75.5595932006836
1721328866.4290543,1260,71.11923217773438
1721328866.7971911,1270,73.53114318847656
1721328867.5257661,1290,71.68153381347656
1721328868.2587383,1310,62.16925811767578
1721328870.4336371,1370,49.03343963623047
1721328873.3209445,1450,66.51017761230469
1721328874.0525768,1470,70.7783432006836
1721328874.415095,1480,75.6323471069336
1721328875.5007353,1510,53.93476104736328
1721328878.0457208,1580,68.5688705444336
1721328879.1302376,1610,67.48178100585938
1721328879.855548,1630,24.618633270263672
1721328880.582429,1650,51.72724533081055
1721328883.1087692,1720,72.25975036621094
1721328883.4738464,1730,61.02508544921875
1721328885.2821867,1780,59.978416442871094
1721328887.8203385,1850,57.63947677612305
1721328888.1819568,1860,81.92268371582031
1721328890.3513231,1920,39.30851745605469
1721328890.714266,1930,43.51640701293945
1721328904.0384119,2040,76.97157287597656
1721328904.7714589,2060,55.056068420410156
1721328907.6685445,2140,55.548828125
1721328908.387914,2160,83.0399169921875
1721328911.6429412,2250,54.01686477661133
1721328913.4604025,2300,75.53396606445312
1721328918.894202,2450,68.9687728881836
1721328919.2596016,2460,73.46359252929688
1721328923.975662,2590,87.49348449707031
1721328924.3377497,2600,46.61063003540039
1721328924.7007194,2610,67.48734283447266
1721328928.7175002,2720,52.42469024658203
1721328929.808186,2750,74.98933410644531
1721328931.274474,2790,73.52828979492188
1721328932.724995,2830,60.12605667114258
1721328933.822696,2860,80.23040008544922
1721328934.9227278,2890,78.94728088378906
1721328935.649504,2910,66.40132141113281
1721328937.470256,2960,64.85639953613281
1721328938.1986299,2980,77.77162170410156
1721328938.560695,2990,67.6301040649414
1721328942.2043025,3090,66.64652252197266
1721328943.6571627,3130,69.70114135742188
1721328945.0987358,3170,57.68632125854492
1721328945.8207862,3190,56.588592529296875
1721328946.186692,3200,41.76709747314453
1721328947.2726107,3230,54.1242561340332
1721328952.7205122,3380,58.4947509765625
1721328955.6103227,3460,41.6404914855957
1721328955.969539,3470,74.0994873046875
1721328960.3037007,3590,79.64802551269531
1721328962.4813702,3650,70.5854263305664
1721328962.8427486,3660,34.27140808105469
1721328963.2047527,3670,48.657371520996094
1721328967.5466588,3790,84.49915313720703
1721328970.4558349,3870,83.16573333740234
1721328971.8972957,3910,66.58209228515625
1721328972.6232328,3930,52.7671012878418
1721328974.444059,3980,78.14595794677734
1721328985.5985997,4030,60.795249938964844
1721328986.311709,4050,64.36994934082031
1721328990.2869802,4160,84.27574157714844
1721328992.4682424,4220,72.97998809814453
1721328992.8285842,4230,44.21445083618164
1721328997.924927,4370,43.05457305908203
1721328998.2857616,4380,80.51763916015625
1721328999.0108187,4400,77.86833190917969
1721329000.832855,4450,51.85954666137695
1721329001.5588799,4470,69.03099822998047
1721329003.7446578,4530,56.81291961669922
1721329005.1948588,4570,59.6297492980957
1721329007.0182452,4620,78.37383270263672
1721329008.46718,4660,62.70463180541992
1721329009.5701866,4690,61.62495803833008
1721329010.307777,4710,75.09651184082031
1721329011.7574975,4750,48.73107147216797
1721329012.124206,4760,46.96583938598633
1721329013.942602,4810,45.76275634765625
1721329014.3044415,4820,64.14554595947266
1721329016.485482,4880,71.74143981933594
1721329019.0457306,4950,59.85883712768555
1721329024.9032984,5110,80.55351257324219
1721329025.628704,5130,61.232139587402344
1721329025.9921339,5140,54.75532913208008
1721329026.3531737,5150,74.84172058105469
1721329027.4517436,5180,65.97484588623047
1721329028.1820552,5200,37.106849670410156
1721329033.300282,5340,75.57705688476562
1721329033.664704,5350,65.23238372802734
1721329034.3900626,5370,62.473609924316406
1721329035.1178458,5390,74.98756408691406
1721329035.84545,5410,74.44864654541016
1721329037.3063676,5450,65.36456298828125
1721329038.0314732,5470,68.21054077148438
1721329039.4943218,5510,47.4168586730957
1721329040.219666,5530,69.79805755615234
1721329041.6659029,5570,51.270179748535156
1721329043.849725,5630,55.0823860168457
1721329044.5738432,5650,61.31604766845703
1721329046.0303795,5690,25.12131118774414
1721329051.8412697,5850,67.4347152709961
1721329052.2085063,5860,37.530704498291016
1721329053.2961342,5890,62.06525802612305
1721329054.0269732,5910,40.31853103637695
1721329055.482293,5950,74.56904602050781
1721329056.2036142,5970,58.42682647705078
1721329069.9171476,6090,68.52246856689453
1721329071.7209806,6140,72.209716796875
1721329072.088066,6150,72.70124053955078
1721329074.9776883,6230,88.09378814697266
1721329075.3425891,6240,64.02186584472656
1721329077.1435628,6290,71.33229064941406
1721329077.5027978,6300,66.43292999267578
1721329078.9553866,6340,59.060333251953125
1721329080.3972173,6380,78.989013671875
1721329082.5960422,6440,76.48860931396484
1721329082.9596155,6450,54.231651306152344
1721329084.7788155,6500,75.1263656616211
1721329085.5021296,6520,66.35096740722656
1721329088.0451326,6590,70.35838317871094
1721329088.766797,6610,64.9720687866211
1721329091.3204823,6680,73.9748306274414
1721329094.2109342,6760,74.14859008789062
1721329094.570397,6770,85.02527618408203
1721329097.4754884,6850,55.58744430541992
1721329100.373887,6930,67.65019989013672
1721329101.0912285,6950,54.1784553527832
1721329106.8703365,7110,70.47282409667969
1721329110.8910947,7220,72.62812042236328
1721329111.6235487,7240,66.13134002685547
1721329112.3517678,7260,75.92597961425781
1721329112.711763,7270,58.4272575378418
1721329113.4406443,7290,59.358184814453125
1721329113.8079364,7300,69.05521392822266
1721329114.5444002,7320,52.28071975708008
1721329114.909585,7330,68.73768615722656
1721329115.2749817,7340,66.73204040527344
1721329117.1085098,7390,62.267608642578125
1721329119.288359,7450,58.42407989501953
1721329126.5535917,7650,70.95396423339844
