Wall time,Step,Value
1721397958.903293,50,6.833437442779541
1721397962.5413141,150,7.046617031097412
1721397962.906994,160,2.3257598876953125
1721397964.0012753,190,5.3833112716674805
1721397964.366461,200,7.943248748779297
1721397966.9104342,270,6.634743690490723
1721397967.2731738,280,7.749635219573975
1721397972.0188158,410,7.946018218994141
1721397974.5791988,480,5.170230865478516
1721397974.94294,490,8.711311340332031
1721397975.3094585,500,8.865038871765137
1721397977.1376793,550,5.544798374176025
1721397980.0412798,630,7.93630838394165
1721397980.4009585,640,4.870201110839844
1721397981.4905136,670,6.9976372718811035
1721397981.852451,680,8.258891105651855
1721397982.9492939,710,2.458632230758667
1721397983.3117867,720,7.235952854156494
1721397985.5036216,780,2.1899540424346924
1721397987.345408,830,5.566884517669678
1721397989.9167254,900,6.277144432067871
1721397993.5859528,1000,8.789648056030273
1721397995.0512552,1040,8.383323669433594
1721397996.512757,1080,6.346362113952637
1721398001.6319315,1220,7.407829284667969
1721398003.0965447,1260,6.522109031677246
1721398003.4632053,1270,6.538822174072266
1721398004.1987593,1290,7.266979217529297
1721398004.92784,1310,7.708657264709473
1721398007.1274245,1370,7.842541694641113
1721398010.0430918,1450,2.2530932426452637
1721398010.768202,1470,6.7095537185668945
1721398011.1321037,1480,5.856133937835693
1721398012.2253356,1510,6.754908561706543
1721398014.7693584,1580,5.687297821044922
1721398015.8587341,1610,4.338310241699219
1721398016.584448,1630,9.114713668823242
1721398017.3158653,1650,-0.3054737150669098
1721398019.8687062,1720,5.129659175872803
1721398020.2354515,1730,7.642784118652344
1721398022.0653584,1780,8.71542739868164
1721398024.625903,1850,4.8612060546875
1721398024.9905007,1860,7.524752616882324
1721398027.167542,1920,7.845181465148926
1721398027.5308669,1930,5.724240303039551
1721398040.7763271,2040,7.511599063873291
1721398041.5077844,2060,-1.2107436656951904
1721398044.4240284,2140,8.682775497436523
1721398045.1533732,2160,4.616488456726074
1721398048.4393072,2250,7.036012172698975
1721398050.2635107,2300,6.575386047363281
1721398055.7364485,2450,6.5063347816467285
1721398056.102448,2460,6.827200412750244
1721398060.8553534,2590,6.481802940368652
1721398061.2176764,2600,8.580994606018066
1721398061.5803728,2610,7.911843299865723
1721398065.6004577,2720,6.080264091491699
1721398066.6954453,2750,6.216174125671387
1721398068.150935,2790,5.473313808441162
1721398069.610034,2830,7.626865386962891
1721398070.7001958,2860,8.794397354125977
1721398071.7960353,2890,5.384615421295166
1721398072.5266013,2910,9.248786926269531
1721398074.3521354,2960,7.489166259765625
1721398075.0830414,2980,7.905109405517578
1721398075.449675,2990,9.166666030883789
1721398079.1013494,3090,5.196498394012451
1721398080.5610743,3130,6.473683834075928
1721398082.028681,3170,7.634479522705078
1721398082.7634673,3190,8.918495178222656
1721398083.1314874,3200,8.487272262573242
1721398084.2288966,3230,7.792654514312744
1721398089.7080865,3380,6.914206504821777
1721398092.6176474,3460,5.232076168060303
1721398092.9795043,3470,5.062901496887207
1721398097.360558,3590,4.682411193847656
1721398099.5422754,3650,-1.8882324695587158
1721398099.9071784,3660,6.63760232925415
1721398100.2683182,3670,6.682581901550293
1721398104.6201026,3790,6.226690769195557
1721398107.5184534,3870,6.640618324279785
1721398108.9671605,3910,3.5177505016326904
1721398109.6862147,3930,6.207579612731934
1721398111.501155,3980,3.579744338989258
1721398122.6135392,4030,4.126320838928223
1721398123.3397453,4050,7.359506130218506
1721398127.3559496,4160,6.980820655822754
1721398129.5508525,4220,4.452170372009277
1721398129.9172835,4230,6.5778985023498535
